,AudioMothCode,AudioMothID,SourceFile,Directory,FileName,FileSize,Encoding,NumChannels,SampleRate,AvgBytesPerSec,BitsPerSample,StartDateTime,Duration,Error,Comment,Artist,FileCreateDate,FileType,FileTypeExtension,MIMEType,Hour
1210,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_003000.WAV,GRABADOR-SDZG-AM-1,20190625_003000.WAV,46080360,1,1,384000,768000,16,25.06.2019 00:30,60.00046875,,Recorded at 00:30:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:51:04-08:00,WAV,WAV,audio/x-wav,0
1792,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190629_013000.WAV,GRABADOR-SDZG-AM-1,20190629_013000.WAV,46080360,1,1,384000,768000,16,29.06.2019 01:30,60.00046875,,Recorded at 01:30:00 29/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:09:22-08:00,WAV,WAV,audio/x-wav,1
1223,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_024000.WAV,GRABADOR-SDZG-AM-1,20190625_024000.WAV,46080360,1,1,384000,768000,16,25.06.2019 02:40,60.00046875,,Recorded at 02:40:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:51:29-08:00,WAV,WAV,audio/x-wav,2
1373,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190626_034000.WAV,GRABADOR-SDZG-AM-1,20190626_034000.WAV,46080360,1,1,384000,768000,16,26.06.2019 03:40,60.00046875,,Recorded at 03:40:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:56:13-08:00,WAV,WAV,audio/x-wav,3
657,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190621_042000.WAV,GRABADOR-SDZG-AM-1,20190621_042000.WAV,46080360,1,1,384000,768000,16,21.06.2019 04:20,60.00046875,,Recorded at 04:20:00 21/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:33:43-08:00,WAV,WAV,audio/x-wav,4
2101,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190701_050000.WAV,GRABADOR-SDZG-AM-1,20190701_050000.WAV,46080360,1,1,384000,768000,16,01.07.2019 05:00,60.00046875,,Recorded at 05:00:00 01/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:19:05-08:00,WAV,WAV,audio/x-wav,5
235,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_060000.WAV,GRABADOR-SDZG-AM-1,20190618_060000.WAV,46080360,1,1,384000,768000,16,18.06.2019 06:00,60.00046875,,Recorded at 06:00:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:20:26-08:00,WAV,WAV,audio/x-wav,6
534,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190620_075000.WAV,GRABADOR-SDZG-AM-1,20190620_075000.WAV,46080360,1,1,384000,768000,16,20.06.2019 07:50,60.00046875,,Recorded at 07:50:00 20/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.3V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:29:52-08:00,WAV,WAV,audio/x-wav,7
1401,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190626_082000.WAV,GRABADOR-SDZG-AM-1,20190626_082000.WAV,46080360,1,1,384000,768000,16,26.06.2019 08:20,60.00046875,,Recorded at 08:20:00 26/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:57:06-08:00,WAV,WAV,audio/x-wav,8
1550,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190627_091000.WAV,GRABADOR-SDZG-AM-1,20190627_091000.WAV,46080360,1,1,384000,768000,16,27.06.2019 09:10,60.00046875,,Recorded at 09:10:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:01:47-08:00,WAV,WAV,audio/x-wav,9
1555,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190627_100000.WAV,GRABADOR-SDZG-AM-1,20190627_100000.WAV,46080360,1,1,384000,768000,16,27.06.2019 10:00,60.00046875,,Recorded at 10:00:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:01:56-08:00,WAV,WAV,audio/x-wav,10
1850,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190629_111000.WAV,GRABADOR-SDZG-AM-1,20190629_111000.WAV,46080360,1,1,384000,768000,16,29.06.2019 11:10,60.00046875,,Recorded at 11:10:00 29/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:11:11-08:00,WAV,WAV,audio/x-wav,11
2575,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190704_120000.WAV,GRABADOR-SDZG-AM-1,20190704_120000.WAV,46080360,1,1,384000,768000,16,04.07.2019 12:00,60.00046875,,Recorded at 12:00:00 04/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:34:03-08:00,WAV,WAV,audio/x-wav,12
2583,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190704_132000.WAV,GRABADOR-SDZG-AM-1,20190704_132000.WAV,46080360,1,1,384000,768000,16,04.07.2019 13:20,60.00046875,,Recorded at 13:20:00 04/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:34:18-08:00,WAV,WAV,audio/x-wav,13
1291,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_140000.WAV,GRABADOR-SDZG-AM-1,20190625_140000.WAV,46080360,1,1,384000,768000,16,25.06.2019 14:00,60.00046875,,Recorded at 14:00:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:53:38-08:00,WAV,WAV,audio/x-wav,14
1586,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190627_151000.WAV,GRABADOR-SDZG-AM-1,20190627_151000.WAV,46080360,1,1,384000,768000,16,27.06.2019 15:10,60.00046875,,Recorded at 15:10:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:02:55-08:00,WAV,WAV,audio/x-wav,15
9,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190616_162000.WAV,GRABADOR-SDZG-AM-1,20190616_162000.WAV,46080360,1,1,384000,768000,16,16.06.2019 16:20,60.00046875,,Recorded at 16:20:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.7V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:13:25-08:00,WAV,WAV,audio/x-wav,16
16,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190616_173000.WAV,GRABADOR-SDZG-AM-1,20190616_173000.WAV,46080360,1,1,384000,768000,16,16.06.2019 17:30,60.00046875,,Recorded at 17:30:00 16/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.7V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:13:39-08:00,WAV,WAV,audio/x-wav,17
1603,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190627_180000.WAV,GRABADOR-SDZG-AM-1,20190627_180000.WAV,46080360,1,1,384000,768000,16,27.06.2019 18:00,60.00046875,,Recorded at 18:00:00 27/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.0V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:03:27-08:00,WAV,WAV,audio/x-wav,18
2825,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190708_190000.WAV,GRABADOR-SDZG-AM-1,20190708_190000.WAV,46080360,1,1,384000,768000,16,08.07.2019 19:00,60.00046875,,Recorded at 19:00:00 08/07/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.6V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:12:59-08:00,WAV,WAV,audio/x-wav,19
1328,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190625_201000.WAV,GRABADOR-SDZG-AM-1,20190625_201000.WAV,46080360,1,1,384000,768000,16,25.06.2019 20:10,60.00046875,,Recorded at 20:10:00 25/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.1V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:54:48-08:00,WAV,WAV,audio/x-wav,20
330,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190618_215000.WAV,GRABADOR-SDZG-AM-1,20190618_215000.WAV,46080360,1,1,384000,768000,16,18.06.2019 21:50,60.00046875,,Recorded at 21:50:00 18/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.4V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:23:25-08:00,WAV,WAV,audio/x-wav,21
2060,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190630_221000.WAV,GRABADOR-SDZG-AM-1,20190630_221000.WAV,46080360,1,1,384000,768000,16,30.06.2019 22:10,60.00046875,,Recorded at 22:10:00 30/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 3.9V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 04:17:47-08:00,WAV,WAV,audio/x-wav,22
916,AM-1,243B1F055B2BEAB8,GRABADOR-SDZG-AM-1/20190622_233000.WAV,GRABADOR-SDZG-AM-1,20190622_233000.WAV,46080360,1,1,384000,768000,16,22.06.2019 23:30,60.00046875,,Recorded at 23:30:00 22/06/2019 (UTC) by AudioMoth 243B1F055B2BEAB8 at gain setting 2 while battery state was 4.2V.,AudioMoth 243B1F055B2BEAB8,2019:12:20 03:41:48-08:00,WAV,WAV,audio/x-wav,23
4520,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190623_003000.WAV,GRABADOR-SDZG-AM-10,20190623_003000.WAV,46080360,1,1,384000,768000,16,23.06.2019 00:30,60.00046875,,Recorded at 00:30:00 23/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:38:41-08:00,WAV,WAV,audio/x-wav,0
3807,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190618_014000.WAV,GRABADOR-SDZG-AM-10,20190618_014000.WAV,46080360,1,1,384000,768000,16,18.06.2019 01:40,60.00046875,,Recorded at 01:40:00 18/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.2V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:16:24-08:00,WAV,WAV,audio/x-wav,1
3665,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190617_020000.WAV,GRABADOR-SDZG-AM-10,20190617_020000.WAV,46080360,1,1,384000,768000,16,17.06.2019 02:00,60.00046875,,Recorded at 02:00:00 17/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:11:59-08:00,WAV,WAV,audio/x-wav,2
5111,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190627_030000.WAV,GRABADOR-SDZG-AM-10,20190627_030000.WAV,46080360,1,1,384000,768000,16,27.06.2019 03:00,60.00046875,,Recorded at 03:00:00 27/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.8V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:57:15-08:00,WAV,WAV,audio/x-wav,3
3822,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190618_041000.WAV,GRABADOR-SDZG-AM-10,20190618_041000.WAV,46080360,1,1,384000,768000,16,18.06.2019 04:10,60.00046875,,Recorded at 04:10:00 18/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:16:52-08:00,WAV,WAV,audio/x-wav,4
3110,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190613_053000.WAV,GRABADOR-SDZG-AM-10,20190613_053000.WAV,46080360,1,1,384000,768000,16,13.06.2019 05:30,60.00046875,,Recorded at 05:30:00 13/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.5V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:54:37-08:00,WAV,WAV,audio/x-wav,5
4846,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190625_065000.WAV,GRABADOR-SDZG-AM-10,20190625_065000.WAV,46080360,1,1,384000,768000,16,25.06.2019 06:50,60.00046875,,Recorded at 06:50:00 25/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:48:56-08:00,WAV,WAV,audio/x-wav,6
4993,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190626_072000.WAV,GRABADOR-SDZG-AM-10,20190626_072000.WAV,46080360,1,1,384000,768000,16,26.06.2019 07:20,60.00046875,,Recorded at 07:20:00 26/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.9V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:53:33-08:00,WAV,WAV,audio/x-wav,7
3125,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190613_080000.WAV,GRABADOR-SDZG-AM-10,20190613_080000.WAV,46080360,1,1,384000,768000,16,13.06.2019 08:00,60.00046875,,Recorded at 08:00:00 13/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:55:05-08:00,WAV,WAV,audio/x-wav,8
3709,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190617_092000.WAV,GRABADOR-SDZG-AM-10,20190617_092000.WAV,46080360,1,1,384000,768000,16,17.06.2019 09:20,60.00046875,,Recorded at 09:20:00 17/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.3V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:13:22-08:00,WAV,WAV,audio/x-wav,9
5154,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190627_101000.WAV,GRABADOR-SDZG-AM-10,20190627_101000.WAV,46080360,1,1,384000,768000,16,27.06.2019 10:10,60.00046875,,Recorded at 10:10:00 27/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.9V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:58:37-08:00,WAV,WAV,audio/x-wav,10
4296,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190621_111000.WAV,GRABADOR-SDZG-AM-10,20190621_111000.WAV,46080360,1,1,384000,768000,16,21.06.2019 11:10,60.00046875,,Recorded at 11:10:00 21/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:31:40-08:00,WAV,WAV,audio/x-wav,11
4446,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190622_121000.WAV,GRABADOR-SDZG-AM-10,20190622_121000.WAV,46080360,1,1,384000,768000,16,22.06.2019 12:10,60.00046875,,Recorded at 12:10:00 22/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:36:22-08:00,WAV,WAV,audio/x-wav,12
5463,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190629_134000.WAV,GRABADOR-SDZG-AM-10,20190629_134000.WAV,46080360,1,1,384000,768000,16,29.06.2019 13:40,60.00046875,,Recorded at 13:40:00 29/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF198,2019:12:18 10:08:15-08:00,WAV,WAV,audio/x-wav,13
5177,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190627_140000.WAV,GRABADOR-SDZG-AM-10,20190627_140000.WAV,46080360,1,1,384000,768000,16,27.06.2019 14:00,60.00046875,,Recorded at 14:00:00 27/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.8V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:59:21-08:00,WAV,WAV,audio/x-wav,14
5475,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190629_154000.WAV,GRABADOR-SDZG-AM-10,20190629_154000.WAV,46080360,1,1,384000,768000,16,29.06.2019 15:40,60.00046875,,Recorded at 15:40:00 29/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:44:34-08:00,WAV,WAV,audio/x-wav,15
5336,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190628_163000.WAV,GRABADOR-SDZG-AM-10,20190628_163000.WAV,46080360,1,1,384000,768000,16,28.06.2019 16:30,60.00046875,,Recorded at 16:30:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.7V.,AudioMoth 24CE97025B2BF198,2019:12:18 10:04:19-08:00,WAV,WAV,audio/x-wav,16
4336,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190621_175000.WAV,GRABADOR-SDZG-AM-10,20190621_175000.WAV,46080360,1,1,384000,768000,16,21.06.2019 17:50,60.00046875,,Recorded at 17:50:00 21/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:32:55-08:00,WAV,WAV,audio/x-wav,17
4630,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190623_185000.WAV,GRABADOR-SDZG-AM-10,20190623_185000.WAV,46080360,1,1,384000,768000,16,23.06.2019 18:50,60.00046875,,Recorded at 18:50:00 23/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.0V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:42:09-08:00,WAV,WAV,audio/x-wav,18
5500,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190629_195000.WAV,GRABADOR-SDZG-AM-10,20190629_195000.WAV,46080360,1,1,384000,768000,16,29.06.2019 19:50,60.00046875,,Recorded at 19:50:00 29/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:45:19-08:00,WAV,WAV,audio/x-wav,19
3200,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190613_203000.WAV,GRABADOR-SDZG-AM-10,20190613_203000.WAV,46080360,1,1,384000,768000,16,13.06.2019 20:30,60.00046875,,Recorded at 20:30:00 13/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.4V.,AudioMoth 24CE97025B2BF198,2019:12:18 08:57:26-08:00,WAV,WAV,audio/x-wav,20
5364,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190628_211000.WAV,GRABADOR-SDZG-AM-10,20190628_211000.WAV,46080360,1,1,384000,768000,16,28.06.2019 21:10,60.00046875,,Recorded at 21:10:00 28/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 3.6V.,AudioMoth 24CE97025B2BF198,2019:12:18 10:05:12-08:00,WAV,WAV,audio/x-wav,21
3931,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190618_222000.WAV,GRABADOR-SDZG-AM-10,20190618_222000.WAV,46080360,1,1,384000,768000,16,18.06.2019 22:20,60.00046875,,Recorded at 22:20:00 18/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.2V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:20:16-08:00,WAV,WAV,audio/x-wav,22
4224,AM-10,24CE97025B2BF198,GRABADOR-SDZG-AM-10/20190620_231000.WAV,GRABADOR-SDZG-AM-10,20190620_231000.WAV,46080360,1,1,384000,768000,16,20.06.2019 23:10,60.00046875,,Recorded at 23:10:00 20/06/2019 (UTC) by AudioMoth 24CE97025B2BF198 at gain setting 2 while battery state was 4.1V.,AudioMoth 24CE97025B2BF198,2019:12:18 09:29:25-08:00,WAV,WAV,audio/x-wav,23
7142,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190623_002000.WAV,GRABADOR-SDZG-AM-11,20190623_002000.WAV,46080360,1,1,384000,768000,16,23.06.2019 00:20,60.00046875,,Recorded at 00:20:00 23/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.1V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 10:18:58-08:00,WAV,WAV,audio/x-wav,0
5709,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190613_013000.WAV,GRABADOR-SDZG-AM-11,20190613_013000.WAV,46080360,1,1,384000,768000,16,13.06.2019 01:30,60.00046875,,Recorded at 01:30:00 13/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.5V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:15:42-08:00,WAV,WAV,audio/x-wav,1
5712,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190613_020000.WAV,GRABADOR-SDZG-AM-11,20190613_020000.WAV,46080360,1,1,384000,768000,16,13.06.2019 02:00,60.00046875,,Recorded at 02:00:00 13/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.5V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:15:57-08:00,WAV,WAV,audio/x-wav,2
8023,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190629_031000.WAV,GRABADOR-SDZG-AM-11,20190629_031000.WAV,46080360,1,1,384000,768000,16,29.06.2019 03:10,60.00046875,,Recorded at 03:10:00 29/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 3.7V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 11:35:04-08:00,WAV,WAV,audio/x-wav,3
7313,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190624_045000.WAV,GRABADOR-SDZG-AM-11,20190624_045000.WAV,46080360,1,1,384000,768000,16,24.06.2019 04:50,60.00046875,,Recorded at 04:50:00 24/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.0V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 10:33:45-08:00,WAV,WAV,audio/x-wav,4
5875,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190614_051000.WAV,GRABADOR-SDZG-AM-11,20190614_051000.WAV,46080360,1,1,384000,768000,16,14.06.2019 05:10,60.00046875,,Recorded at 05:10:00 14/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.5V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:29:57-08:00,WAV,WAV,audio/x-wav,5
5595,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190612_063000.WAV,GRABADOR-SDZG-AM-11,20190612_063000.WAV,46080360,1,1,384000,768000,16,12.06.2019 06:30,60.00046875,,Recorded at 06:30:00 12/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.7V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:05:54-08:00,WAV,WAV,audio/x-wav,6
6174,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190616_070000.WAV,GRABADOR-SDZG-AM-11,20190616_070000.WAV,46080360,1,1,384000,768000,16,16.06.2019 07:00,60.00046875,,Recorded at 07:00:00 16/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.4V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:55:39-08:00,WAV,WAV,audio/x-wav,7
7768,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190627_084000.WAV,GRABADOR-SDZG-AM-11,20190627_084000.WAV,46080360,1,1,384000,768000,16,27.06.2019 08:40,60.00046875,,Recorded at 08:40:00 27/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 3.9V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 11:13:02-08:00,WAV,WAV,audio/x-wav,8
5755,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190613_091000.WAV,GRABADOR-SDZG-AM-11,20190613_091000.WAV,46080360,1,1,384000,768000,16,13.06.2019 09:10,60.00046875,,Recorded at 09:10:00 13/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.5V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:19:39-08:00,WAV,WAV,audio/x-wav,9
5906,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190614_102000.WAV,GRABADOR-SDZG-AM-11,20190614_102000.WAV,46080360,1,1,384000,768000,16,14.06.2019 10:20,60.00046875,,Recorded at 10:20:00 14/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.4V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 08:32:37-08:00,WAV,WAV,audio/x-wav,10
7208,AM-11,2466C2065B2BEE0D,GRABADOR-SDZG-AM-11/20190623_112000.WAV,GRABADOR-SDZG-AM-11,20190623_112000.WAV,46080360,1,1,384000,768000,16,23.06.2019 11:20,60.00046875,,Recorded at 11:20:00 23/06/2019 (UTC) by AudioMoth 2466C2065B2BEE0D at gain setting 2 while battery state was 4.1V.,AudioMoth 2466C2065B2BEE0D,2019:12:09 10:24:40-08:00,WAV,WAV,audio/x-wav,11
